hero_id;hero_name;asset_id;asset_type;source_file;source_pdf_page;recommended_action;priority;status;notes
hero-038;ВЯЧЕСЛАВ;hero-038_p131_image617;group;hero-038/groups/hero-038_p131_image617.jpg;131;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-043;ВЛАДИСЛАВ;hero-043_p146_image672;group;hero-043/groups/hero-043_p146_image672.jpg;146;enhance_group;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; фото без уверенно обнаруженного лица; лица автоматически не обнаружены; REVIEW_REQUIRED: проверить тип и пригодность перед раздачей"
hero-045;САНАЛ;hero-045_p152_image701;group;hero-045/groups/hero-045_p152_image701.jpg;152;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-047;АЛЕКСАНДР;hero-047_p158_image723;group;hero-047/groups/hero-047_p158_image723.jpg;158;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-049;РОМАН;hero-049_p166_image761;group;hero-049/groups/hero-049_p166_image761.jpg;166;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-051;ВИКТОР;hero-051_p173_image787;group;hero-051/groups/hero-051_p173_image787.jpg;173;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-053;ВЯЧЕСЛАВ;hero-053_p179_image808;group;hero-053/groups/hero-053_p179_image808.jpg;179;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-054;ВЯЧЕСЛАВ;hero-054_p183_image824;group;hero-054/groups/hero-054_p183_image824.jpg;183;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-056;ВЯЧЕСЛАВ;hero-056_p190_image849;group;hero-056/groups/hero-056_p190_image849.jpg;190;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-058;ДМИТРИЙ;hero-058_p197_image882;group;hero-058/groups/hero-058_p197_image882.jpg;197;enhance_group;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; фото без уверенно обнаруженного лица; лица автоматически не обнаружены; REVIEW_REQUIRED: проверить тип и пригодность перед раздачей"
hero-062;АЛЕКСАНДР;hero-062_p208_image925;group;hero-062/groups/hero-062_p208_image925.jpg;208;enhance_group;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; фото без уверенно обнаруженного лица; лица автоматически не обнаружены; REVIEW_REQUIRED: проверить тип и пригодность перед раздачей"
hero-065;ВЯЧЕСЛАВ;hero-065_p217_image954;group;hero-065/groups/hero-065_p217_image954.jpg;217;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-067;ЕВГЕНИЙ;hero-067_p224_image981;group;hero-067/groups/hero-067_p224_image981.jpg;224;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-069;АНТОН;hero-069_p232_image1016;group;hero-069/groups/hero-069_p232_image1016.jpg;232;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-071;АЛЕКСАНДР;hero-071_p238_image1038;group;hero-071/groups/hero-071_p238_image1038.jpg;238;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-074;АРТУР;hero-074_p247_image1071;group;hero-074/groups/hero-074_p247_image1071.jpg;247;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы; несколько сопоставимых лиц"
hero-076;НИКОЛАЙ;hero-076_p254_image1103;group;hero-076/groups/hero-076_p254_image1103.jpg;254;enhance_group;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; несколько сопоставимых лиц"
hero-003;ВЯЧЕСЛАВ;hero-003_p020_image147;portrait;hero-003/portraits/hero-003_p020_image147.jpg;20;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-005;ЕВГЕНИЙ;hero-005_p027_image175;portrait;hero-005/portraits/hero-005_p027_image175.jpg;27;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-008;ЯКОВ;hero-008_p037_image213;portrait;hero-008/portraits/hero-008_p037_image213.jpg;37;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы; одно доминирующее лицо"
hero-011;АНДРЕЙ;hero-011_p046_image253;portrait;hero-011/portraits/hero-011_p046_image253.jpg;46;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-015;ИЛЬЯ;hero-015_p062_image322;portrait;hero-015/portraits/hero-015_p062_image322.jpg;62;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-019;АНАТОЛИЙ;hero-019_p071_image368;portrait;hero-019/portraits/hero-019_p071_image368.jpg;71;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-021;АЛЕКСИ;hero-021_p077_image397;portrait;hero-021/portraits/hero-021_p077_image397.jpg;77;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-024;АЛЕКСЕЙ;hero-024_p086_image427;portrait;hero-024/portraits/hero-024_p086_image427.jpg;86;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-025;САЛАМ;hero-025_p089_image445;portrait;hero-025/portraits/hero-025_p089_image445.jpg;89;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-027;АЛЕКСАНДР;hero-027_p096_image469;portrait;hero-027/portraits/hero-027_p096_image469.jpg;96;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-029;АЛЕКСАНДР;hero-029_p104_image504;portrait;hero-029/portraits/hero-029_p104_image504.jpg;104;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-031;СЕРГЕЙ;hero-031_p110_image528;portrait;hero-031/portraits/hero-031_p110_image528.jpg;110;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-033;МУРАД;hero-033_p116_image553;portrait;hero-033/portraits/hero-033_p116_image553.jpg;116;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-034;ТИМУР;hero-034_p119_image569;portrait;hero-034/portraits/hero-034_p119_image569.jpg;119;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-037;ДАМИР;hero-037_p128_image605;portrait;hero-037/portraits/hero-037_p128_image605.jpg;128;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-040;РОМАН;hero-040_p137_image641;portrait;hero-040/portraits/hero-040_p137_image641.jpg;137;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-045;САНАЛ;hero-045_p152_image700;portrait;hero-045/portraits/hero-045_p152_image700.jpg;152;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-047;АЛЕКСАНДР;hero-047_p159_image728;portrait;hero-047/portraits/hero-047_p159_image728.jpg;159;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-048;ВЯЧЕСЛАВ;hero-048_p163_image747;portrait;hero-048/portraits/hero-048_p163_image747.jpg;163;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-053;ВЯЧЕСЛАВ;hero-053_p179_image809;portrait;hero-053/portraits/hero-053_p179_image809.jpg;179;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-056;ВЯЧЕСЛАВ;hero-056_p190_image848;portrait;hero-056/portraits/hero-056_p190_image848.jpg;190;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-059;ИЛЬДАР;hero-059_p199_image892;portrait;hero-059/portraits/hero-059_p199_image892.jpg;199;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-063;НИКОЛАЙ;hero-063_p211_image934;portrait;hero-063/portraits/hero-063_p211_image934.jpg;211;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-067;ЕВГЕНИЙ;hero-067_p224_image980;portrait;hero-067/portraits/hero-067_p224_image980.jpg;224;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-069;АНТОН;hero-069_p231_image1008;portrait;hero-069/portraits/hero-069_p231_image1008.jpg;231;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-071;АЛЕКСАНДР;hero-071_p238_image1036;portrait;hero-071/portraits/hero-071_p238_image1036.jpg;238;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-075;АНДРЕЙ;hero-075_p251_image1089;portrait;hero-075/portraits/hero-075_p251_image1089.jpg;251;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-026;АЛЕКСАНДР;hero-026_p092_image455;drawing;hero-026/drawings/hero-026_p092_image455.jpg;92;enhance_drawing;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы: рисунок"
