hero_id;hero_name;asset_id;asset_type;source_file;source_pdf_page;recommended_action;priority;status;notes
hero-022;СЕРГЕЙ;hero-022_p080_image407;portrait;hero-022/portraits/hero-022_p080_image407.jpg;80;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-024;АЛЕКСЕЙ;hero-024_p086_image428;portrait;hero-024/portraits/hero-024_p086_image428.jpg;86;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-026;АЛЕКСАНДР;hero-026_p092_image453;portrait;hero-026/portraits/hero-026_p092_image453.jpg;92;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы; одно доминирующее лицо"
hero-028;ТАЛГАТ;hero-028_p099_image479;portrait;hero-028/portraits/hero-028_p099_image479.jpg;99;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-030;ВЯЧЕСЛАВ;hero-030_p107_image516;portrait;hero-030/portraits/hero-030_p107_image516.jpg;107;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-031;СЕРГЕЙ;hero-031_p110_image530;portrait;hero-031/portraits/hero-031_p110_image530.jpg;110;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-033;МУРАД;hero-033_p116_image554;portrait;hero-033/portraits/hero-033_p116_image554.jpg;116;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-035;ИЛЬЯ;hero-035_p122_image579;portrait;hero-035/portraits/hero-035_p122_image579.jpg;122;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-038;ВЯЧЕСЛАВ;hero-038_p131_image615;portrait;hero-038/portraits/hero-038_p131_image615.jpg;131;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-041;ВЯЧЕСЛАВ;hero-041_p140_image650;portrait;hero-041/portraits/hero-041_p140_image650.jpg;140;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-046;АНАТОЛИЙ;hero-046_p155_image712;portrait;hero-046/portraits/hero-046_p155_image712.jpg;155;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-047;АЛЕКСАНДР;hero-047_p159_image729;portrait;hero-047/portraits/hero-047_p159_image729.jpg;159;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-049;РОМАН;hero-049_p166_image760;portrait;hero-049/portraits/hero-049_p166_image760.jpg;166;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-054;ВЯЧЕСЛАВ;hero-054_p183_image823;portrait;hero-054/portraits/hero-054_p183_image823.jpg;183;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-057;ИГОРЬ;hero-057_p193_image863;portrait;hero-057/portraits/hero-057_p193_image863.jpg;193;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-059;ИЛЬДАР;hero-059_p199_image893;portrait;hero-059/portraits/hero-059_p199_image893.jpg;199;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-065;ВЯЧЕСЛАВ;hero-065_p217_image953;portrait;hero-065/portraits/hero-065_p217_image953.jpg;217;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-068;АБДУЛБЕК;hero-068_p227_image993;portrait;hero-068/portraits/hero-068_p227_image993.jpg;227;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-069;АНТОН;hero-069_p231_image1011;portrait;hero-069/portraits/hero-069_p231_image1011.jpg;231;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-072;ФЕДОР;hero-072_p241_image1046;portrait;hero-072/portraits/hero-072_p241_image1046.jpg;241;enhance_person;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы; одно доминирующее лицо; REVIEW_REQUIRED: проверить тип и пригодность перед раздачей"
hero-076;НИКОЛАЙ;hero-076_p254_image1101;portrait;hero-076/portraits/hero-076_p254_image1101.jpg;254;enhance_person;high;pending;"Нативный поток из source/reference.pdf без повторного сжатия; одно доминирующее лицо"
hero-036;АНДРЕЙ;hero-036_p126_image598;drawing;hero-036/drawings/hero-036_p126_image598.jpg;126;enhance_drawing;medium;pending;"Нативный поток из source/reference.pdf без повторного сжатия; разметка смешанной страницы: рисунок"
